created_at,id,created_at,author,location,retweet_count,tweet,in_reply
2017-10-09 16:16:34,917423554270031872,2017-10-09 16:16:34,EnStina,,2,RT @KristinaZanotti: @TuulaDibba @helene_fritzon och @socialdemokrat. Hur säkert är Afghanistan? Dit deporterar Sverige ungdomar. #låtdeung…,
2017-10-09 16:14:26,917423013787602944,2017-10-09 16:14:26,Hamnviken,"Kramfors, Sweden",1,Härligt Jonas! #låtdeungastanna Stoppa deportationen 10/10! https://t.co/Qu8PEpJOf6,
2017-10-09 16:11:30,917422276559044608,2017-10-09 16:11:30,Hamnviken,"Kramfors, Sweden",1,RT @hvmalortie: Låt de ansvariga se med egna ögon tycker Ahmed #låtdeungastanna https://t.co/WYqL6oJq8r,
2017-10-09 16:04:50,917420601635196928,2017-10-09 16:04:50,KatalineOstman,,5,"RT @Jonas_Gardell: Låt de unga stanna! #vistårinteut 

https://t.co/hj5BdT3lm2",
2017-10-09 16:00:29,917419506707914755,2017-10-09 16:00:29,hvmalortie,www.nyaunga@wordpress.com     ,1,Låt de ansvariga se med egna ögon tycker Ahmed #låtdeungastanna https://t.co/WYqL6oJq8r,
2017-10-09 15:58:35,917419025034080256,2017-10-09 15:58:35,BriHed11,,4,"RT @EliAhl: @berge_stina ytterligare ett galet beslut med två syskon, 12 åring får avslag pga advokatens slarv https://t.co/aaOmSB9KHn #låt…",
2017-10-09 15:56:56,917418609948971009,2017-10-09 15:56:56,KristinaZanotti,,0,@Retzius14 @barludde @joachim_29 @Jonas_Gardell @Retzius14 @Gusta. Hur din IQ är vet jag så klart inte men du lågt… https://t.co/ZHL7QiO1pt,917417437359984641
2017-10-09 15:55:33,917418261482000385,2017-10-09 15:55:33,SaraHLahtinen,,0,Sluta skicka barn och ungdomar dit. @SwedishPM @Ygeman @margotwallstrom @johanssonmorgan #vistårinteut https://t.co/N2uDvCf6z7,
2017-10-09 15:54:12,917417924704591872,2017-10-09 15:54:12,KristinaZanotti,,1,@Jonas_Gardell Tack Jonas. Du är en människa värd att beundra. #låtdeungastanna,917411895010906114
2017-10-09 15:52:27,917417482188722176,2017-10-09 15:52:27,KristinaZanotti,,5,"RT @Jonas_Gardell: Låt de unga stanna! #vistårinteut 

https://t.co/hj5BdT3lm2",
2017-10-09 15:51:56,917417354686074880,2017-10-09 15:51:56,KristinaZanotti,,0,@TiiaOjala @svtnyheter Ja #HeleneFritzon ta chansen och få lite information om det verkliga Afghanistan. Lite semes… https://t.co/7fHOihs0Mn,917405610437726209
2017-10-09 15:47:32,917416246915878913,2017-10-09 15:47:32,EnStina,,10,RT @berge_stina: Det vore rejält på nåt vis! Vänligen Stina Berge. @regering @svtagenda @Stefan_Lofven @SR_Kaliber @vistarinteut #låtdeunga…,
2017-10-09 15:46:41,917416031790026755,2017-10-09 15:46:41,zwajan,,5,"RT @Jonas_Gardell: Låt de unga stanna! #vistårinteut 

https://t.co/hj5BdT3lm2",
2017-10-09 15:30:15,917411895010906114,2017-10-09 15:30:15,Jonas_Gardell,,5,"Låt de unga stanna! #vistårinteut 

https://t.co/hj5BdT3lm2",
2017-10-09 15:28:21,917411418235899904,2017-10-09 15:28:21,KKvisler,"Örbyhus, Sweden",4,"RT @KristinaZanotti: @magnus_vinqvist @VansterniEU @vistarinteut @MalinBjork_EU @helene_fritzon, @socialdemokrat. Dags att starta en gransk…",
2017-10-09 15:28:11,917411376108396544,2017-10-09 15:28:11,Hamnviken,"Kramfors, Sweden",3,RT @LinneaBruno: Mycket bra 👏 #låtdeungastanna https://t.co/YaeN5OiqQ5,
2017-10-09 15:28:06,917411357137522689,2017-10-09 15:28:06,Hamnviken,"Kramfors, Sweden",2,RT @EliAhl: @OhlyLars Hur har Sverige hamnat i detta läge? Skicka barn till ett land i krig. När gick det fel??? #Låtdeungastanna,
2017-10-09 15:22:54,917410046753083392,2017-10-09 15:22:54,Hamnviken,"Kramfors, Sweden",1,RT @Ragnhild63: @matsknutson @svtnyheter Tyvärr inget om tvångsdeporteringen till Kabul imoegon! Varför? #låtdeungastanna,
2017-10-09 15:19:58,917409308480098306,2017-10-09 15:19:58,Hamnviken,"Kramfors, Sweden",2,RT @KristinaZanotti: @TuulaDibba @helene_fritzon och @socialdemokrat. Hur säkert är Afghanistan? Dit deporterar Sverige ungdomar. #låtdeung…,
2017-10-09 15:18:18,917408891050299393,2017-10-09 15:18:18,EnStina,,1,RT @KristinaZanotti: @MarieRosn1 @helene_fritzon och @socialdemokrat.  Vi är många som undrar varför ni inte stoppar deportationerna till A…,
2017-10-09 15:13:51,917407770244206594,2017-10-09 15:13:51,Ragnhild63,,1,@matsknutson @svtnyheter Tyvärr inget om tvångsdeporteringen till Kabul imoegon! Varför? #låtdeungastanna,917393020739358720
2017-10-09 15:12:23,917407401032257536,2017-10-09 15:12:23,Ragnhild63,,2,RT @EliAhl: @OhlyLars Hur har Sverige hamnat i detta läge? Skicka barn till ett land i krig. När gick det fel??? #Låtdeungastanna,
2017-10-09 15:11:39,917407217216884737,2017-10-09 15:11:39,Ragnhild63,,3,RT @KristinaZanotti: @EliAhl @Migrationsverk @MRibbenvik @SwedishPM @helene_fritzon när nu Röda Korset drastiskt minskar sin närvaro kanske…,
2017-10-09 15:11:17,917407121544794112,2017-10-09 15:11:17,Ragnhild63,,3,RT @LinneaBruno: Mycket bra 👏 #låtdeungastanna https://t.co/YaeN5OiqQ5,
2017-10-09 15:01:28,917404652525768705,2017-10-09 15:01:28,backfredrik,,9,"RT @MadeleineMaddis: Läs @Migrationsverk till er kompetensutveckling. Hoppas ni lär er något. #låtdeungastanna 
#vistårinteut https://t.co/…",
2017-10-09 15:00:43,917404462335037440,2017-10-09 15:00:43,backfredrik,,25,RT @KinnaVSIU: @anderslindberg @vistarinteut Alla som fortfarande tror att vi har en rättssäker asylprocess för ensamkommande unga där asyl…,
2017-10-09 14:59:50,917404243123949568,2017-10-09 14:59:50,LinneaBruno,,3,Mycket bra 👏 #låtdeungastanna https://t.co/YaeN5OiqQ5,
2017-10-09 14:58:53,917404004400926720,2017-10-09 14:58:53,thessbott,Göteborg,32,"RT @vistarinteut: #pldebatt  vilka partiledare är modiga nog att ta bollen, tala om ensamkommande och deportationen 10/10 ? https://t.co/tE…",
2017-10-09 14:54:35,917402922539016193,2017-10-09 14:54:35,Shyamnooo1,-,4,RT @KristinaZanotti: @KristinaEriks10 @vistarinteut @socialdemokrat Ja när ska S åter börja kämpa för ett rättvist och solidariskt samhälle…,
2017-10-09 14:53:56,917402757010731008,2017-10-09 14:53:56,Shyamnooo1,-,5,RT @Ragnhild63: @vistarinteut @Migrationsverk skicka inte unga till Kabul #låtdeungastanna,
2017-10-09 14:53:33,917402659358937088,2017-10-09 14:53:33,JaggedJason,"Malmo, Sweden",0,Förvarstagna ensamkommande unga - deportation 10 oktober https://t.co/Hsm7A0GWcL,
2017-10-09 14:34:27,917397855631003648,2017-10-09 14:34:27,barbro_9,Sweden,5,RT @Ragnhild63: @vistarinteut @Migrationsverk skicka inte unga till Kabul #låtdeungastanna,
2017-10-09 14:34:20,917397823892500481,2017-10-09 14:34:20,barbro_9,Sweden,4,RT @KristinaZanotti: @EAthle @vistarinteut @helene_fritzon och @socialdemokrat. Dags att minnas hur S en gång betedde sig. Solidariskt.#låt…,
2017-10-09 14:34:12,917397790292094977,2017-10-09 14:34:12,barbro_9,Sweden,4,RT @KristinaZanotti: @KristinaEriks10 @vistarinteut @socialdemokrat Ja när ska S åter börja kämpa för ett rättvist och solidariskt samhälle…,
2017-10-09 14:31:40,917397153705754624,2017-10-09 14:31:40,barbro_9,Sweden,0,Rekordmånga nyanlända var 2015! @YlvaJohansson @strandhall NU andra siffror pga stängda gränser. #Låtdeungastanna s… https://t.co/4mHfUMo5Px,
2017-10-09 14:31:30,917397110449942529,2017-10-09 14:31:30,vistarinteut,,4,RT @KristinaZanotti: @KristinaEriks10 @vistarinteut @socialdemokrat Ja när ska S åter börja kämpa för ett rättvist och solidariskt samhälle…,
2017-10-09 14:31:19,917397067558998016,2017-10-09 14:31:19,vistarinteut,,4,RT @KristinaZanotti: @EAthle @vistarinteut @helene_fritzon och @socialdemokrat. Dags att minnas hur S en gång betedde sig. Solidariskt.#låt…,
2017-10-09 14:30:59,917396980900429831,2017-10-09 14:30:59,vistarinteut,,5,RT @Ragnhild63: @vistarinteut @Migrationsverk skicka inte unga till Kabul #låtdeungastanna,
2017-10-09 14:29:58,917396724993482752,2017-10-09 14:29:58,vistarinteut,,4,"RT @KristinaZanotti: @magnus_vinqvist @VansterniEU @vistarinteut @MalinBjork_EU @helene_fritzon, @socialdemokrat. Dags att starta en gransk…",
2017-10-09 14:29:18,917396556529184769,2017-10-09 14:29:18,SaraHLahtinen,,10,RT @berge_stina: Det vore rejält på nåt vis! Vänligen Stina Berge. @regering @svtagenda @Stefan_Lofven @SR_Kaliber @vistarinteut #låtdeunga…,
2017-10-09 14:28:41,917396401973354496,2017-10-09 14:28:41,vistarinteut,,10,RT @berge_stina: Det vore rejält på nåt vis! Vänligen Stina Berge. @regering @svtagenda @Stefan_Lofven @SR_Kaliber @vistarinteut #låtdeunga…,
2017-10-09 14:24:47,917395419822460928,2017-10-09 14:24:47,EliAhl,Stockholm,3,RT @KristinaZanotti: @EliAhl @Migrationsverk @MRibbenvik @SwedishPM @helene_fritzon när nu Röda Korset drastiskt minskar sin närvaro kanske…,
2017-10-09 14:23:13,917395028078727168,2017-10-09 14:23:13,EliAhl,Stockholm,2,@OhlyLars Hur har Sverige hamnat i detta läge? Skicka barn till ett land i krig. När gick det fel??? #Låtdeungastanna,917386429755482112
2017-10-09 14:08:24,917391296972640256,2017-10-09 14:08:24,teamflamman,,10,RT @berge_stina: Det vore rejält på nåt vis! Vänligen Stina Berge. @regering @svtagenda @Stefan_Lofven @SR_Kaliber @vistarinteut #låtdeunga…,
2017-10-09 14:05:31,917390574709338113,2017-10-09 14:05:31,karwik02,,13,"RT @barbro_9: Trevligt att du har trevligt @margotwallstrom MEN sluta för guds skull sända ungdomar till döden! 
#Låtdeungastanna 
#StopDep…",
2017-10-09 13:59:59,917389180652736522,2017-10-09 13:59:59,mseid,Sweden,1,"Vansinne! @ICRC drar sig nu tillbaks från #Afghanistan, @Migrationsverk skickar dit unga ensamkommande i morgon.… https://t.co/4wLMTKu3Kl",
2017-10-09 13:55:40,917388095078719488,2017-10-09 13:55:40,HallanderEva,,2,"RT @mohammadi9088: @Migrationsverk det är #HAZARAS situation i #Afghanistan &amp; #Pakistan 
#låtdeungastanna https://t.co/O8YbiGzJHp",
2017-10-09 13:55:12,917387976560336896,2017-10-09 13:55:12,arbetarbroder,Scandinavia,0,"@pursvensk Sant, det är hemskt hur solidaritet kan innefatta falska barn, sjukt tragiskt på så många vid… https://t.co/uzYimReMrr",917114551849668608
2017-10-09 13:54:55,917387903143235584,2017-10-09 13:54:55,HallanderEva,,12,RT @KinnaVSIU: Inte ett ord om tvångsdeporteringen på tisdag. Signalpolitikens yttersta och vidrigaste symbol. #låtdeungastanna https://t.c…,
2017-10-09 13:54:39,917387836118241280,2017-10-09 13:54:39,HallanderEva,,6,RT @MadeleineMaddis: Det är en stor skam @socialdemokrat värre än IT-skandalen. KU anmäl JO-anmäl! #låtdeungastanna #vistårinteut https://t…,
2017-10-09 13:29:10,917381424042397698,2017-10-09 13:29:10,IngerStenlund,Södra Lappland,3,RT @anaras73: Dåd till statistiken @Migrationsverk #låtdeungastanna https://t.co/UAncpdt04j,
2017-10-09 13:28:28,917381248686968833,2017-10-09 13:28:28,IngerStenlund,Södra Lappland,6,RT @MadeleineMaddis: Det är en stor skam @socialdemokrat värre än IT-skandalen. KU anmäl JO-anmäl! #låtdeungastanna #vistårinteut https://t…,
2017-10-09 13:28:13,917381186254725120,2017-10-09 13:28:13,IngerStenlund,Södra Lappland,12,RT @KinnaVSIU: Inte ett ord om tvångsdeporteringen på tisdag. Signalpolitikens yttersta och vidrigaste symbol. #låtdeungastanna https://t.c…,
2017-10-09 13:27:28,917380996235964416,2017-10-09 13:27:28,FunkisHen,Sweden,3,RT @Ragnhild63: Alla partier! Släpp prestigen. Stoppa detta #låtdeungastanna https://t.co/XF50mI8QHd,
2017-10-09 13:26:20,917380712793288704,2017-10-09 13:26:20,KristinaZanotti,,14,"RT @fiafredrika: Varför nämns inte ens Sveriges största och pågående skamfläck, utvisningarna av unga till Afghanistan, i #pldebatt? #låtde…",
2017-10-09 13:25:25,917380479791386626,2017-10-09 13:25:25,IngerStenlund,Södra Lappland,2,RT @EvaLea7: @anderslindberg Tack Anders för viktig artikel. #låtdeungastanna,
2017-10-09 13:24:40,917380291462942720,2017-10-09 13:24:40,KristinaZanotti,,0,@utesto1108 @helene_fritzon och @socialdemokrat. Hur förklarar ni detta? #låtdeungastanna,917027512374480896
2017-10-09 13:24:09,917380161531711488,2017-10-09 13:24:09,Hamnviken,"Kramfors, Sweden",4,"RT @KristinaZanotti: @magnus_vinqvist @VansterniEU @vistarinteut @MalinBjork_EU @helene_fritzon, @socialdemokrat. Dags att starta en gransk…",
2017-10-09 13:23:35,917380018094989312,2017-10-09 13:23:35,Hamnviken,"Kramfors, Sweden",3,RT @Ragnhild63: Alla partier! Släpp prestigen. Stoppa detta #låtdeungastanna https://t.co/XF50mI8QHd,
2017-10-09 13:23:16,917379938889752576,2017-10-09 13:23:16,mohammadi9088,Hazaristan/Sverige ,2,"@Migrationsverk det är #HAZARAS situation i #Afghanistan &amp; #Pakistan 
#låtdeungastanna https://t.co/O8YbiGzJHp",
2017-10-09 13:23:13,917379927380578305,2017-10-09 13:23:13,KristinaZanotti,,20,RT @MajBrittJonsso1: @vistarinteut Alla som kan slut upp vid förvaret i Kållered 10/10 lr höj era röster i protest o stöd #vistårinteut #lå…,
2017-10-09 13:22:42,917379796937728000,2017-10-09 13:22:42,KristinaZanotti,,4,"@magnus_vinqvist @VansterniEU @vistarinteut @MalinBjork_EU @helene_fritzon, @socialdemokrat. Dags att starta en gra… https://t.co/dq0w8VCeCb",917371542895460352
2017-10-09 13:19:57,917379106592915456,2017-10-09 13:19:57,IngerStenlund,Södra Lappland,0,@KristinaEriks10 @jsjostedt ... Läs inäggen från #vistaarinteut Tack!,917130797467004935
2017-10-09 13:19:09,917378903953506304,2017-10-09 13:19:09,kalle_anon,,4,"RT @EliAhl: @berge_stina ytterligare ett galet beslut med två syskon, 12 åring får avslag pga advokatens slarv https://t.co/aaOmSB9KHn #låt…",
2017-10-09 13:18:02,917378623375634432,2017-10-09 13:18:02,Hamnviken,"Kramfors, Sweden",3,RT @KristinaZanotti: @EliAhl @Migrationsverk @MRibbenvik @SwedishPM @helene_fritzon när nu Röda Korset drastiskt minskar sin närvaro kanske…,
2017-10-09 13:17:19,917378444895322112,2017-10-09 13:17:19,Hamnviken,"Kramfors, Sweden",2,RT @KristinaZanotti: @JeanetteRodbro @helene_fritzon och @socialdemokrat. Nu är det väl dags att stoppa deportationerna till Afghanistan? #…,
2017-10-09 13:17:13,917378419675066368,2017-10-09 13:17:13,IngerStenlund,Södra Lappland,4,RT @HelenaJnebratt: @KristinaEriks10 Politiker och media visar återigen att de inte förstår problemets storlek #låtdeungastanna,
2017-10-09 13:16:27,917378222765027328,2017-10-09 13:16:27,KristinaZanotti,,0,@berge_stina @helene_fritzon och @socialdemokrat. Hur mycket lägre ska ni sjunka innan botten är nådd? #låtdeungastanna,916966729217200133
2017-10-09 13:15:01,917377862419800065,2017-10-09 13:15:01,mohammadi9088,Hazaristan/Sverige ,32,"RT @vistarinteut: #pldebatt  vilka partiledare är modiga nog att ta bollen, tala om ensamkommande och deportationen 10/10 ? https://t.co/tE…",
2017-10-09 13:14:33,917377746560536577,2017-10-09 13:14:33,KristinaZanotti,,1,RT @Ragnhild63: @SwedishPM vägrar möta #vanligasvenskar som säger #Låtdeungastanna . Vedervärdigt @Stefan_Lofven https://t.co/UMX4VnsdOM,
2017-10-09 13:14:12,917377658316607488,2017-10-09 13:14:12,SvenskaUpplagan,Sverige,1,RT @SweKek: De här på #vistårinteut varnar för deportering den 10 oktober. Jag läste något annat i bilden https://t.co/xd5OVi3tnu,
2017-10-09 13:13:50,917377567652548610,2017-10-09 13:13:50,KristinaZanotti,,2,RT @JonassonJenni: När man trodde att vi inte kunde sjunka lägre. #låtdeungastanna https://t.co/JLVunG1Wzr,
2017-10-09 13:13:42,917377534408495106,2017-10-09 13:13:42,KristinaZanotti,,3,RT @Ragnhild63: Alla partier! Släpp prestigen. Stoppa detta #låtdeungastanna https://t.co/XF50mI8QHd,
2017-10-09 13:12:29,917377225900650496,2017-10-09 13:12:29,KristinaZanotti,,3,RT @Ragnhild63: Nu! Rädda liv stoppa deportationerna @socialdemokrat #låtdeungastanna https://t.co/92HzarPXLj,
2017-10-09 13:12:00,917377103980621824,2017-10-09 13:12:00,KristinaZanotti,,5,RT @Ragnhild63: @vistarinteut @Migrationsverk skicka inte unga till Kabul #låtdeungastanna,
2017-10-09 13:11:16,917376920865648641,2017-10-09 13:11:16,KristinaZanotti,,4,"RT @EliAhl: @berge_stina ytterligare ett galet beslut med två syskon, 12 åring får avslag pga advokatens slarv https://t.co/aaOmSB9KHn #låt…",
2017-10-09 13:10:11,917376648059740160,2017-10-09 13:10:11,KristinaZanotti,,3,@EliAhl @Migrationsverk @MRibbenvik @SwedishPM @helene_fritzon när nu Röda Korset drastiskt minskar sin närvaro kan… https://t.co/TqZDs7sNnZ,917337035005980672
2017-10-09 13:08:20,917376180747227136,2017-10-09 13:08:20,KristinaZanotti,,2,"RT @Ragnhild63: Kom igen mp @MariaFerm  och ni andra 
#låtdeungastanna. Stoppa prestigen https://t.co/BkJGNRWvBm",
2017-10-09 12:56:01,917373084428054530,2017-10-09 12:56:01,MorKarins,Dalarna,1,"RT @alireza_naghawi: Det jäser bland ensamkommande i Sverige 
#migrationsverketstress 
#vistårinteut https://t.co/bGd5cPT7uJ",
2017-10-09 12:49:55,917371546431315968,2017-10-09 12:49:55,fragariasatsala,"Sala, Sverige",1,RT @KristinaZanotti: @fragariasatsala @annieloof @helene_fritzon och @socialdemokrat. Om ni låter planet till Afghanistan lyfta i morgon må…,
2017-10-09 12:49:37,917371470715777024,2017-10-09 12:49:37,IorRomson,,0,@laila_wold @nabizadehse Ni barnknullande pk-tanter äcklar varje vettig människa. Tvi vale. #svpol #ungisverige… https://t.co/mqOZvBATfh,914051865733681152
2017-10-09 12:37:07,917368325096820736,2017-10-09 12:37:07,SweKek,Sverige,1,De här på #vistårinteut varnar för deportering den 10 oktober. Jag läste något annat i bilden https://t.co/xd5OVi3tnu,
2017-10-09 12:35:22,917367884451639297,2017-10-09 12:35:22,Ragnhild63,,2,"RT @Ragnhild63: Kom igen mp @MariaFerm  och ni andra 
#låtdeungastanna. Stoppa prestigen https://t.co/BkJGNRWvBm",
2017-10-09 12:32:56,917367274150998016,2017-10-09 12:32:56,Ragnhild63,,3,Alla partier! Släpp prestigen. Stoppa detta #låtdeungastanna https://t.co/XF50mI8QHd,
2017-10-09 12:31:03,917366797413879809,2017-10-09 12:31:03,Ragnhild63,,2,"Kom igen mp @MariaFerm  och ni andra 
#låtdeungastanna. Stoppa prestigen https://t.co/BkJGNRWvBm",
2017-10-09 12:22:17,917364595144224769,2017-10-09 12:22:17,Kicksamass,"Dingle, Sverige",4,"RT @EliAhl: @berge_stina ytterligare ett galet beslut med två syskon, 12 åring får avslag pga advokatens slarv https://t.co/aaOmSB9KHn #låt…",
2017-10-09 12:09:22,917361342427947008,2017-10-09 12:09:22,EliAhl,Stockholm,4,"@berge_stina ytterligare ett galet beslut med två syskon, 12 åring får avslag pga advokatens slarv https://t.co/aaOmSB9KHn #låtdeungastanna",
2017-10-09 11:50:11,917356515635421184,2017-10-09 11:50:11,AnetteStrandbe1,,2,RT @berge_stina: @YouTube Gunilla Röör berör. Brutalt.#låtdeungastanna #låtflyktenvaraöver #låtlivetbörja,
2017-10-09 11:50:07,917356499005050880,2017-10-09 11:50:07,AnetteStrandbe1,,7,RT @berge_stina: #vistårinteut - Gunilla Röör talar om rättsosäkerhet i asylprocessen https://t.co/MA2oCROUDA via @YouTube,
2017-10-09 11:50:02,917356477081440256,2017-10-09 11:50:02,AnetteStrandbe1,,3,RT @berge_stina: #vistårinteut - Björn Kjellman talar om rättsosäkerhet i asylprocessen https://t.co/WEv0bHXP3g via @YouTube,
2017-10-09 11:48:43,917356147820113920,2017-10-09 11:48:43,AnetteStrandbe1,,4,RT @KristinaZanotti: @EAthle @vistarinteut @helene_fritzon och @socialdemokrat. Dags att minnas hur S en gång betedde sig. Solidariskt.#låt…,
2017-10-09 11:42:38,917354615196221440,2017-10-09 11:42:38,AnetteStrandbe1,,5,RT @Ragnhild63: @vistarinteut @Migrationsverk skicka inte unga till Kabul #låtdeungastanna,
2017-10-09 11:41:24,917354303328841728,2017-10-09 11:41:24,kickitraff,"Västerås, Sverige",6,RT @MadeleineMaddis: Det är en stor skam @socialdemokrat värre än IT-skandalen. KU anmäl JO-anmäl! #låtdeungastanna #vistårinteut https://t…,
2017-10-09 11:41:13,917354257719922688,2017-10-09 11:41:13,kickitraff,"Västerås, Sverige",6,"RT @Hamnviken: Helt ofattbart, ALLA anser Afghanistan farligt utom @Migrationsverk . I morgon skickar de ungdomar till krig. #låtdeungastan…",
2017-10-09 11:31:05,917351710145810438,2017-10-09 11:31:05,kickitraff,"Västerås, Sverige",7,RT @anaras73: Hur kan man försvara det?  Hur kan man imorgon utvisa ett 20-tal unga till krig? @socialdemokrat @Skvinnor #låtdeungastanna h…,
