2021-10-10 10.32.19;917336917364105216;2017-10-09 10:32:19;AlfonsoRamire3;;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-10 8.33.34;917307034038611974;2017-10-09 08:33:34;saraljungg;;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-10 6.28.48;917275636988866560;2017-10-09 06:28:48;KristinaZanotti;;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-10 5.09.40;917255720235659264;2017-10-09 05:09:40;Jeppe67;Växjö, Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-10 3.23.07;917228909221105665;2017-10-09 03:23:07;OlaAnner;;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 23.16.47;917166916673982464;2017-10-08 23:16:47;JohanEhrenberg;;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 20.06.00;917118904337682432;2017-10-08 20:06:00;HjalmarHjalle54;Småland;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 20.05.45;917118839938220032;2017-10-08 20:05:45;larsholmblad;Göteborg, Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.52.19;917115459467730944;2017-10-08 19:52:19;ParulHumanRight;Stockholm;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.52.15;917115443156017152;2017-10-08 19:52:15;IngerStenlund;Södra Lappland;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.51.46;917115322779492352;2017-10-08 19:51:46;ETC_redaktionen;Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.50.51;917115092260532224;2017-10-08 19:50:51;zebozzy;Umeå, Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.48.31;917114503917076481;2017-10-08 19:48:31;MellbergRichard;;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.48.25;917114477375578112;2017-10-08 19:48:25;DanielWiklander;Stockholm, Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.47.43;917114301437087744;2017-10-08 19:47:43;SofiaAnty;Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.47.07;917114149783724033;2017-10-08 19:47:07;LOSverige;Stockholm;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.45.59;917113864835264513;2017-10-08 19:45:59;Morgan_Finnsio;Stockholm;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.44.51;917113581782564867;2017-10-08 19:44:51;TittiSchnbeck;Stockholm, Sverige;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.44.39;917113528577912833;2017-10-08 19:44:39;ottelid;Stockholm / Mjäla;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-09 19.44.26;917113476891455490;2017-10-08 19:44:26;gustavgelin;Stockholm, Sweden;21;RT @a_gustavsson: Kan vara värt att läsa denna för att värdera Jimmie Åkesson när han ryar om nazism. https://t.co/ELLO2uqn1B #pldebatt #Da…
2021-10-10 10.41.42;917339280745385984;2017-10-09 10:41:42;LisaDahlin2;;4;RT @a_gustavsson: Och nu nämner Stefan Löfven vår granskning om SD-politikers oproportionerliga fallenhet för nazism. #pldebatt #DagensETC
2021-10-09 19.53.43;917115813135568897;2017-10-08 19:53:43;maritaulvskog;;4;RT @a_gustavsson: Och nu nämner Stefan Löfven vår granskning om SD-politikers oproportionerliga fallenhet för nazism. #pldebatt #DagensETC
2021-10-09 19.52.14;917115440526254080;2017-10-08 19:52:14;ParulHumanRight;Stockholm;4;RT @a_gustavsson: Och nu nämner Stefan Löfven vår granskning om SD-politikers oproportionerliga fallenhet för nazism. #pldebatt #DagensETC
2021-10-09 19.51.53;917115349363019776;2017-10-08 19:51:53;ETC_redaktionen;Sverige;4;RT @a_gustavsson: Och nu nämner Stefan Löfven vår granskning om SD-politikers oproportionerliga fallenhet för nazism. #pldebatt #DagensETC
2021-10-09 19.33.51;917110811927203842;2017-10-08 19:33:51;cirkusppq;Örebro (län);2;"RT @AbirAlsahlani: ""Importerad kriminalitet sitter i din egen riksdagsgrupp, Åkesson!"" Äääääälskar dig @annieloof ____ #pldebatt"
2021-10-09 20.17.25;917121777632911360;2017-10-08 20:17:25;NabilAbdullah20;Bangkok ;3;RT @AbirAlsahlani: @annieloof ryter ifrån när Sjöstedt börjar irra omkring i sin märkliga budgetupplevelse. Bra Annie! #pldebatt
2021-10-09 20.16.59;917121668815998976;2017-10-08 20:16:59;KerstinLundgren;Södertäljebo;3;RT @AbirAlsahlani: @annieloof ryter ifrån när Sjöstedt börjar irra omkring i sin märkliga budgetupplevelse. Bra Annie! #pldebatt
2021-10-09 20.05.59;917118899572957189;2017-10-08 20:05:59;bogunnar;östersund;3;RT @AbirAlsahlani: @annieloof ryter ifrån när Sjöstedt börjar irra omkring i sin märkliga budgetupplevelse. Bra Annie! #pldebatt
2021-10-09 20.01.58;917117888582029313;2017-10-08 20:01:58;JohanHedin_PLC;Stockholm;2;RT @AbirAlsahlani: Inte ofta jag håller med ETB men utvecklingssamtalet med Jimmie Åkesson var välbehövligt #pldebatt
2021-10-09 19.59.58;917117383214620672;2017-10-08 19:59:58;cirkusppq;Örebro (län);2;RT @AbirAlsahlani: Inte ofta jag håller med ETB men utvecklingssamtalet med Jimmie Åkesson var välbehövligt #pldebatt
2021-10-09 19.09.18;917104633843212289;2017-10-08 19:09:18;PontusLindberg;Kristianstad, Skåne, Sverige;1;RT @ACHammar: @AnnsoThuresson @PontusLindberg Ja verkligen och lägg också till Finanskris och om han anser att OECD hade fel som berömde Sv…
2021-10-09 20.46.00;917128969195065345;2017-10-08 20:46:00;davids_of;Örebro, Sverige;1;RT @ACHammar: @jorgenwarborn Tragiskt. Kanske kan eleverna som ska få utbildning i källkritik börja med Löfven och hans rödgröna regering.…
2021-10-09 18.57.19;917101617983512577;2017-10-08 18:57:19;PontusLindberg;Kristianstad, Skåne, Sverige;1;RT @ACHammar: Bra av Ulf Kristersson om att teknik är vägen framåt för miljön. #pldebatt #svpol
2021-10-09 19.41.37;917112766384701440;2017-10-08 19:41:37;EmmaFeldman23;Järfälla, Stockholm;2;RT @adam_reu: Straff ska utdömas efter brottets skada på offret och inte efter gärningmannens ålder. #pldebatt #moderaterna
2021-10-09 19.33.38;917110756226797569;2017-10-08 19:33:38;Johannaloow;västerås;2;RT @adam_reu: Straff ska utdömas efter brottets skada på offret och inte efter gärningmannens ålder. #pldebatt #moderaterna
2021-10-09 17.17.55;917076605482225665;2017-10-08 17:17:55;donkeyoink;;1;RT @AdFrisk: Inför kvällen #pldebatt https://t.co/UgavSEKMSZ
2021-10-09 17.33.20;917080484705914880;2017-10-08 17:33:20;cajsa123;;3;RT @aewastenberg: Intressant se Kristersson i sin första #pldebatt.  ”Jag kommer inte söka min motståndares sämsta argument, utan hans bäst…
2021-10-09 17.21.44;917077562442108928;2017-10-08 17:21:44;cjlinde;Stockholm, Sweden;3;RT @aewastenberg: Intressant se Kristersson i sin första #pldebatt.  ”Jag kommer inte söka min motståndares sämsta argument, utan hans bäst…
2021-10-09 17.21.31;917077508348153856;2017-10-08 17:21:31;Sakpol_SE;;3;RT @aewastenberg: Intressant se Kristersson i sin första #pldebatt.  ”Jag kommer inte söka min motståndares sämsta argument, utan hans bäst…
2021-10-09 19.19.41;917107246240354304;2017-10-08 19:19:41;ErivanWaysi;;6;RT @aewastenberg: Utbildnig, säger Löfven.Sänkta skatter, säger Kristersson. Klassisk höger-vänsterjabb i Agenda #pldebatt
2021-10-09 19.18.06;917106847529791488;2017-10-08 19:18:06;maritaulvskog;;6;RT @aewastenberg: Utbildnig, säger Löfven.Sänkta skatter, säger Kristersson. Klassisk höger-vänsterjabb i Agenda #pldebatt
2021-10-09 19.13.46;917105757019168768;2017-10-08 19:13:46;kbredberg;Gothenburg, Sweden;6;RT @aewastenberg: Utbildnig, säger Löfven.Sänkta skatter, säger Kristersson. Klassisk höger-vänsterjabb i Agenda #pldebatt
2021-10-09 18.11.00;917089964097261568;2017-10-08 18:11:00;Sakpol_SE;;6;RT @aewastenberg: Utbildnig, säger Löfven.Sänkta skatter, säger Kristersson. Klassisk höger-vänsterjabb i Agenda #pldebatt
2021-10-09 18.10.13;917089767354978304;2017-10-08 18:10:13;eriknises;;6;RT @aewastenberg: Utbildnig, säger Löfven.Sänkta skatter, säger Kristersson. Klassisk höger-vänsterjabb i Agenda #pldebatt
2021-10-09 20.01.25;917117747997433858;2017-10-08 20:01:25;robin_holmberg;Stockholm;1;RT @agnethabo: Någon som fick ut nåt konkret alls av debatten om sjukvård mellan Jimmie och Ebba? #pldebatt
2021-10-10 12.10.33;917361640860876801;2017-10-09 12:10:33;robin_holmberg;Stockholm;5;RT @agnethabo: När svensk stålindustri gör stål utan kol, då blir det drag! Bra av Löfven i klimatdebatt #pldebatt
2021-10-09 19.10.55;917105040640397318;2017-10-08 19:10:55;GunnarSFredrik;;5;RT @agnethabo: När svensk stålindustri gör stål utan kol, då blir det drag! Bra av Löfven i klimatdebatt #pldebatt
2021-10-09 19.04.44;917103485186904065;2017-10-08 19:04:44;TobiasGustavs;Malmö/Stockholm;5;RT @agnethabo: När svensk stålindustri gör stål utan kol, då blir det drag! Bra av Löfven i klimatdebatt #pldebatt
2021-10-09 19.01.45;917102735610269696;2017-10-08 19:01:45;KlingMartin;;5;RT @agnethabo: När svensk stålindustri gör stål utan kol, då blir det drag! Bra av Löfven i klimatdebatt #pldebatt
2021-10-09 18.59.38;917102200236724224;2017-10-08 18:59:38;Jensfpetersen;;5;RT @agnethabo: När svensk stålindustri gör stål utan kol, då blir det drag! Bra av Löfven i klimatdebatt #pldebatt
2021-10-09 20.09.58;917119901277609986;2017-10-08 20:09:58;HugoQvinth;;1;RT @agnethabo: Tyckte Björklund just att SLL var ett bra exempel på borgerligt styrd vårdpolitik? Jag baxnar. #pldebatt
2021-10-09 19.17.24;917106673642344448;2017-10-08 19:17:24;emmabutte35;;2;RT @AHaxhimustafa: 2. Antalet personer som gick på försörjningsstöd, eller för att tala Moderatska: bidrag, ökade under Alliansens 8 år vid…
2021-10-09 19.12.56;917105548004388864;2017-10-08 19:12:56;AnneliSeko;;2;RT @AHaxhimustafa: 2. Antalet personer som gick på försörjningsstöd, eller för att tala Moderatska: bidrag, ökade under Alliansens 8 år vid…
2021-10-09 19.17.23;917106667090825217;2017-10-08 19:17:23;emmabutte35;;2;RT @AHaxhimustafa: Tre påminnelser: 1. Arbetslösheten ökade under Alliansens 8 år vi makten,så deras arbetsmarknadspolitik funkade inte sär…
2021-10-09 19.12.49;917105517721464832;2017-10-08 19:12:49;AnneliSeko;;2;RT @AHaxhimustafa: Tre påminnelser: 1. Arbetslösheten ökade under Alliansens 8 år vi makten,så deras arbetsmarknadspolitik funkade inte sär…
2021-10-09 18.47.16;917099088759402496;2017-10-08 18:47:16;hjuhlin;Huddinge, Sweden;2;RT @akjerlmyr: Annie dominerar verkligen debatten om klimat och miljö. Påläst, engagerad och svarar på frågorna. Bra! __ #pldebatt
2021-10-09 18.46.48;917098971365019654;2017-10-08 18:46:48;kimandlin;;2;RT @akjerlmyr: Annie dominerar verkligen debatten om klimat och miljö. Påläst, engagerad och svarar på frågorna. Bra! __ #pldebatt
2021-10-09 19.25.29;917108707129024512;2017-10-08 19:25:29;MCederfelt;Stockholm, Sverige;1;"RT @akjerlmyr: De som är ""fast"" i sin utsatta stadsdel är de som är långtidsberoende av bidrag. Idag är trångboddhet och utanförskap verkli…"
2021-10-09 19.06.10;917103844076769280;2017-10-08 19:06:10;ACHammar;;2;RT @akjerlmyr: Med vänsterns logik är jobbpolitik att fler ska dela på de jobb som finns istället för att skapa fler nya jobb i växande för…
2021-10-09 18.22.25;917092836620800006;2017-10-08 18:22:25;JacksonCrw;;2;RT @akjerlmyr: Med vänsterns logik är jobbpolitik att fler ska dela på de jobb som finns istället för att skapa fler nya jobb i växande för…
2021-10-09 20.12.47;917120611532591104;2017-10-08 20:12:47;cajsa123;;2;RT @akjerlmyr: Statsministern talar om att låna. I Stockholm lånar S en miljard i månaden fram till valet. Sen sätter vi förhoppningsvis st…
2021-10-09 20.11.53;917120383177908226;2017-10-08 20:11:53;LoveBergstrm;;2;RT @akjerlmyr: Statsministern talar om att låna. I Stockholm lånar S en miljard i månaden fram till valet. Sen sätter vi förhoppningsvis st…
2021-10-09 19.50.29;917114997867794434;2017-10-08 19:50:29;ChrilleM;Stockholm or Turku usually;1;RT @akjerlmyr: Straffrabatten skickar fel signal säger Ulf. Helt rätt,unga brottslingar måste känna att det sker omedelbara konsekvenser av…
2021-10-09 20.38.45;917127145142538241;2017-10-08 20:38:45;Unschlagbar1;;6;RT @akjerlmyr: What! Blev Turning Turso nu världens högsta byggnad? Har Gustav Fridolin varit utanför Sverige_? #Pldebatt
2021-10-09 20.34.49;917126153898426369;2017-10-08 20:34:49;LalleKarlsson;Stockholm, Sverige;6;RT @akjerlmyr: What! Blev Turning Turso nu världens högsta byggnad? Har Gustav Fridolin varit utanför Sverige_? #Pldebatt
2021-10-09 20.15.43;917121348836712448;2017-10-08 20:15:43;kallesiw_kalle;;6;RT @akjerlmyr: What! Blev Turning Turso nu världens högsta byggnad? Har Gustav Fridolin varit utanför Sverige_? #Pldebatt
2021-10-09 20.14.34;917121059345838082;2017-10-08 20:14:34;snortan34;;6;RT @akjerlmyr: What! Blev Turning Turso nu världens högsta byggnad? Har Gustav Fridolin varit utanför Sverige_? #Pldebatt
2021-10-09 20.13.40;917120831507107847;2017-10-08 20:13:40;FGriberg;Borås, Sverige;6;RT @akjerlmyr: What! Blev Turning Turso nu världens högsta byggnad? Har Gustav Fridolin varit utanför Sverige_? #Pldebatt
2021-10-09 20.11.49;917120368992751617;2017-10-08 20:11:49;Vicccy;Stockholm, Sweden;6;RT @akjerlmyr: What! Blev Turning Turso nu världens högsta byggnad? Har Gustav Fridolin varit utanför Sverige_? #Pldebatt
2021-10-09 20.45.00;917128719927570432;2017-10-08 20:45:00;transportkopare;;3;RT @aknyman: Mer industripolitik i nästa pldebatt, industrin är bas för välfärden, jobben och miljölösningar. @Jernkontoret @Industrimatche…
2021-10-09 20.02.35;917118041820889088;2017-10-08 20:02:35;Jernkontoret;Stockholm;3;RT @aknyman: Mer industripolitik i nästa pldebatt, industrin är bas för välfärden, jobben och miljölösningar. @Jernkontoret @Industrimatche…
2021-10-09 20.43.19;917128293131915266;2017-10-08 20:43:19;transportkopare;;4;RT @aknyman: När ser vi PL tävla lika hårt om att minska utsläppen globalt-inte bara i SE?Behövs innovationer o konkurrenskraft #pldebatt @…
2021-10-09 20.43.14;917128271707475968;2017-10-08 20:43:14;skogstransport;Sweden;4;RT @aknyman: När ser vi PL tävla lika hårt om att minska utsläppen globalt-inte bara i SE?Behövs innovationer o konkurrenskraft #pldebatt @…
2021-10-09 19.11.36;917105214704029701;2017-10-08 19:11:36;Jernkontoret;Stockholm;4;RT @aknyman: När ser vi PL tävla lika hårt om att minska utsläppen globalt-inte bara i SE?Behövs innovationer o konkurrenskraft #pldebatt @…
2021-10-09 19.11.29;917105184903499776;2017-10-08 19:11:29;Transportft;Stockholm;4;RT @aknyman: När ser vi PL tävla lika hårt om att minska utsläppen globalt-inte bara i SE?Behövs innovationer o konkurrenskraft #pldebatt @…
2021-10-09 19.31.23;917110190679478272;2017-10-08 19:31:23;AnnaCarenS;Åre, Jämtlands län;1;RT @aknyman: Tänk när vi får se en svensk stålindustri producera stål utan kol säger Stefan Löven. Industrin är en del av lösningen för CO2…
2021-10-09 18.27.14;917094047730339840;2017-10-08 18:27:14;MEdnarsson;Sverige;1;RT @aktieportfoljen: Vad hände med det omtalade kompetensregnet? #pldebatt https://t.co/2xPIrQhYpE
2021-10-09 20.06.17;917118973728182273;2017-10-08 20:06:17;SwedishSpaceman;Under your bed.;1;"RT @Aldebjer: Annie Lööf vill ""sluta käbbla"". Tydligare än så kan man inte kratta manegen för samarbete med sossarna.#pldebatt"
2021-10-09 19.03.55;917103281180114951;2017-10-08 19:03:55;mingeland;Skåne;1;RT @AlexanderWinge: Fridolin tydlig vinnare i Miljö- och klimatdebatten. Regeringen gör en bra första halva av debatten. Vår politik gör sk…
2021-10-09 18.51.53;917100250686480384;2017-10-08 18:51:53;malinkjansson;Stockholm;1;"RT @alexbikazzan: Gustav ""det är lite magstarkt"" Fridolin#PLDebatt"
2021-10-09 19.31.19;917110175508631552;2017-10-08 19:31:19;whopcap;;1;RT @alexzien: Förstår inte varför det är så svårt att svara ”Ja” eller ”Nej” på en fråga för en politiker. #pldebatt #svtpol
2021-10-10 6.16.06;917272438819483648;2017-10-09 06:16:06;TEXOTX;Stockholm, Sweden;5;"RT @Alfstweets1: @anderslindberg Är du verkligen en seriös journalist?Läs ditt egna tweet ett par gånger &amp; tänk hur folk uppfattar dig.In…"
2021-10-09 16.54.56;917070821239279616;2017-10-08 16:54:56;ingran_m;Sverige;5;"RT @Alfstweets1: @anderslindberg Är du verkligen en seriös journalist?Läs ditt egna tweet ett par gånger &amp; tänk hur folk uppfattar dig.In…"
2021-10-09 16.51.55;917070059822108673;2017-10-08 16:51:55;PerericJ;Eskilstuna, Sverige;5;"RT @Alfstweets1: @anderslindberg Är du verkligen en seriös journalist?Läs ditt egna tweet ett par gånger &amp; tänk hur folk uppfattar dig.In…"
2021-10-09 16.41.49;917067519675990016;2017-10-08 16:41:49;jyliden59;;5;"RT @Alfstweets1: @anderslindberg Är du verkligen en seriös journalist?Läs ditt egna tweet ett par gånger &amp; tänk hur folk uppfattar dig.In…"
2021-10-09 16.39.06;917066834867834882;2017-10-08 16:39:06;KurtKenley5;;5;"RT @Alfstweets1: @anderslindberg Är du verkligen en seriös journalist?Läs ditt egna tweet ett par gånger &amp; tänk hur folk uppfattar dig.In…"
2021-10-09 20.56.19;917131564294787072;2017-10-08 20:56:19;Unschlagbar1;;1;"RT @Alfstweets1: @REsselgren Det vara en ""smart"" smash retur rakt upp på läktaren Meningslöst Detta svar gör inte att Åkesson hade felHan…"
2021-10-10 7.03.48;917284442657509376;2017-10-09 07:03:48;PeterssonKent;Kalmar, Sverige;5;"RT @Alfstweets1: Det vara en ""smart"" smash retur rakt upp på läktaren Meningslöst Detta svar gör inte att Åkesson hade felHan har rättIge…"
2021-10-09 21.31.49;917140498959208449;2017-10-08 21:31:49;Nebosa;;5;"RT @Alfstweets1: Det vara en ""smart"" smash retur rakt upp på läktaren Meningslöst Detta svar gör inte att Åkesson hade felHan har rättIge…"
2021-10-09 21.25.29;917138907917180929;2017-10-08 21:25:29;frokensverige;Dhimmistan;5;"RT @Alfstweets1: Det vara en ""smart"" smash retur rakt upp på läktaren Meningslöst Detta svar gör inte att Åkesson hade felHan har rättIge…"
2021-10-09 21.06.33;917134140264329217;2017-10-08 21:06:33;AaFriis;;5;"RT @Alfstweets1: Det vara en ""smart"" smash retur rakt upp på läktaren Meningslöst Detta svar gör inte att Åkesson hade felHan har rättIge…"
2021-10-09 20.55.05;917131256688717834;2017-10-08 20:55:05;KettilsMead;Sweden;5;"RT @Alfstweets1: Det vara en ""smart"" smash retur rakt upp på läktaren Meningslöst Detta svar gör inte att Åkesson hade felHan har rättIge…"
2021-10-09 21.30.17;917140116015079424;2017-10-08 21:30:17;KettilsMead;Sweden;1;RT @Alfstweets1: En pl i ett parti som befinner sig under riksdagsspärren bör undvika att utöva härskarteknik mot en partiled i ett parti 5…
2021-10-09 18.36.23;917096351187587073;2017-10-08 18:36:23;alkristiansson;Stockholm, Sverige;3;"RT @Alfstweets1: Helt rätt #Ebba!Det Stefan #Löfven håller på med är KRIMINELLT mot våra äldre ! Ni som vill ha förändring rösta på #SD20…"
2021-10-09 18.28.21;917094330086682630;2017-10-08 18:28:21;Unschlagbar1;;3;"RT @Alfstweets1: Helt rätt #Ebba!Det Stefan #Löfven håller på med är KRIMINELLT mot våra äldre ! Ni som vill ha förändring rösta på #SD20…"
2021-10-09 18.03.58;917088191521415168;2017-10-08 18:03:58;Unschlagbar1;;1;RT @Alfstweets1: Samtliga ämnen i #pldebatt och problem Sverige har idag berörs av den totalt misslyckade #migpol
2021-10-09 20.15.31;917121297435578368;2017-10-08 20:15:31;bikerhogg;Sweden;2;"RT @Alfstweets1: Ska du inte utropa Halleluja också #Löfven #pldebatt#storhetsvansinne"
2021-10-09 19.02.30;917102921287913472;2017-10-08 19:02:30;poa_karlsson;;2;"RT @Alfstweets1: Ska du inte utropa Halleluja också #Löfven #pldebatt#storhetsvansinne"
2021-10-10 5.57.45;917267823717765126;2017-10-09 05:57:45;MonicaMorath;;6;RT @Alfstweets1: Varför ska vi svenskar tvingas betala miljarder till fler poliser rättsväsende kameror larm när ALLT handlar om en sjuk #m…
2021-10-09 20.54.22;917131077008920580;2017-10-08 20:54:22;MrsTP1;;6;RT @Alfstweets1: Varför ska vi svenskar tvingas betala miljarder till fler poliser rättsväsende kameror larm när ALLT handlar om en sjuk #m…
2021-10-09 20.23.32;917123316833574913;2017-10-08 20:23:32;Retzius14;;6;RT @Alfstweets1: Varför ska vi svenskar tvingas betala miljarder till fler poliser rättsväsende kameror larm när ALLT handlar om en sjuk #m…
2021-10-09 20.21.54;917122906160812033;2017-10-08 20:21:54;poa_karlsson;;6;RT @Alfstweets1: Varför ska vi svenskar tvingas betala miljarder till fler poliser rättsväsende kameror larm när ALLT handlar om en sjuk #m…
2021-10-09 20.04.36;917118551785443328;2017-10-08 20:04:36;bikerhogg;Sweden;6;RT @Alfstweets1: Varför ska vi svenskar tvingas betala miljarder till fler poliser rättsväsende kameror larm när ALLT handlar om en sjuk #m…
2021-10-09 19.52.33;917115518116679680;2017-10-08 19:52:33;JohanErnelind;Lidköping, Sverige;6;RT @Alfstweets1: Varför ska vi svenskar tvingas betala miljarder till fler poliser rättsväsende kameror larm när ALLT handlar om en sjuk #m…
2021-10-09 19.47.20;917114205341409280;2017-10-08 19:47:20;MBoosan;Norrland;5;RT @aliesbati: (L)ösningen på samtliga samhällsproblem - såväl reella som inbillade - är tydligen lägre löner för lågavlönade. #pldebatt
2021-10-09 19.45.23;917113716918890496;2017-10-08 19:45:23;JulianaGristell;Stockholm;5;RT @aliesbati: (L)ösningen på samtliga samhällsproblem - såväl reella som inbillade - är tydligen lägre löner för lågavlönade. #pldebatt
2021-10-09 19.24.31;917108465792888832;2017-10-08 19:24:31;rabarberpolisen;Växjö, Sverige;5;RT @aliesbati: (L)ösningen på samtliga samhällsproblem - såväl reella som inbillade - är tydligen lägre löner för lågavlönade. #pldebatt
2021-10-09 19.24.22;917108426152361984;2017-10-08 19:24:22;fikalover;Sverige;5;RT @aliesbati: (L)ösningen på samtliga samhällsproblem - såväl reella som inbillade - är tydligen lägre löner för lågavlönade. #pldebatt
2021-10-09 19.23.58;917108324788785154;2017-10-08 19:23:58;emmabutte35;;5;RT @aliesbati: (L)ösningen på samtliga samhällsproblem - såväl reella som inbillade - är tydligen lägre löner för lågavlönade. #pldebatt
2021-10-10 6.37.35;917277847475105792;2017-10-09 06:37:35;Nackschwing;;11;RT @aliesbati: Det spelar ingen roll att sysselsättningen ökar *mest* för utlandsfödda. Ty Jan Björklund har hört en grej av en polis i Bor…
2021-10-09 20.12.36;917120563059023872;2017-10-08 20:12:36;EnUnikTiger;S-Town Zoo;11;RT @aliesbati: Det spelar ingen roll att sysselsättningen ökar *mest* för utlandsfödda. Ty Jan Björklund har hört en grej av en polis i Bor…
2021-10-09 20.12.19;917120494897418240;2017-10-08 20:12:19;GrillenBBQ;;11;RT @aliesbati: Det spelar ingen roll att sysselsättningen ökar *mest* för utlandsfödda. Ty Jan Björklund har hört en grej av en polis i Bor…
